isolate.code,source,isolation.latitude,isolation.longitude,habitat,name,speciesname,former.name.1,former.name.2,strain,clone,species,genus,family,order,class,phylum,kingdom,domain,comment,group,mu.rsqrlist,mu.wlist,mu.alist,mu.blist,mu.slist,mu.c.opt.list,mu.c.opt.val.list,mu.g.opt.list,mu.g.opt.val.list,mu.n,emp.max.growth,tmin,tmax,minqual,maxqual,curvequal,abs.curveskew,rel.curveskew,used.for.optimum.analysis,used.for.tmax.analysis,used.for.tmin.analysis,used.for.niche.width.analysis,used.for.max.growth.rate.analysis
335,"Oslofjord, Norway",59.45,10.52,estuarine,Olisthodiscus luteus,Olisthodiscus luteus,,,,,luteus,Olisthodiscus,Chattonellaceae,Chattonellales,Raphidophyceae,Ochrophyta,Chromista,Eukaryota,,raphidophytes,0.999995986,21.11055033,0.591327096,0.024055187,0.000364292,13.10100517,0.810390684,14.42134085,0.823453208,4,0.821379409,2.545730008,23.65628033,good,good,good,-62.83232697,-0.006678585,1,1,1,1,1
337,"Oslofjord, Norway",59.45,10.52,estuarine,Pseudopedinella pyriformis,Pseudopedinella pyriformis,,,,,pyriformis,Pseudopedinella,Pedinellaceae,Pedinellales,Dictyochophyceae,Ochrophyta,Chromista,Eukaryota,,dictyochophytes,0.999999736,23.87069743,1.395254111,-0.02690445,0.000284854,14.25278542,0.95086157,12.38210733,0.975378553,4,0.960701992,2.317436705,26.18813413,good,good,good,113.5267935,0.008346474,0,0,0,0,0
338,"Oslofjord, Norway",59.45,10.52,estuarine,Pyramimonas disomata,Pyramimonas disomata,,,,,disomata,Pyramimonas,Pyramimonadaceae,Pyramimonadales,Prasinophyceae,Chlorophyta,Plantae,Eukaryota,,greens,0.999999985,20.0000797,1.514161712,-0.014802572,0.0007448,18.00037467,1.159988534,17.2638359,1.16634295,4,1.103490311,8.000334816,28.00041452,good,good,good,31.53522351,0.003941856,1,1,1,1,1
343,"Oslofjord, Norway",59.5,10.6,marine,Dunaliella tertiolecta strain CCAP 19/6B,Dunaliella tertiolecta,,,CCAP 19/6B,,tertiolecta,Dunaliella,Dunaliellaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae,Eukaryota,,greens,0.673773783,31.48646405,0.351607806,0.075912748,0.145772468,13.18055642,0.956316209,20.53540988,1.306610441,8,1.4,-2.562675599,28.92378845,bad,good,bad,-671.5823595,-0.02315661,1,1,0,0,1
344,"Drøbak Sound, Oslofjord, Norway",59.67,10.61,estuarine,Biceratium furca,Biceratium furca,Ceratium furca,,,,furca,Biceratium,Ceratiaceae,Gonyaulacales,Dinophyceae,Dinophyta,Chromista,Eukaryota,,dinoflagellates,0.970213941,21.24833577,0.041685678,0.094295034,0.015159121,16.34041288,0.194606076,20.74705841,0.244133011,5,0.2335906,5.716244997,26.96458077,good,good,good,-193.9574242,-0.020217695,1,1,1,1,1
345,"Drøbak Sound, Oslofjord, Norway",59.67,10.61,estuarine,Neoceratium fusus,Neoceratium fusus,Ceratium fusus var. seta,,,,fusus,Neoceratium,Ceratiaceae,Gonyaulacales,Dinophyceae,Dinophyta,Chromista,Eukaryota,,dinoflagellates,0.94603317,24.38762759,0.23375506,-0.015855164,0.01537519,17.28974264,0.177708064,16.12133425,0.179368722,5,0.202398977,5.09592885,29.48355644,good,good,good,74.31103007,0.005123239,1,1,1,1,1
346,"Drøbak Sound, Oslofjord, Norway",59.67,10.61,estuarine,Neoceratium lineatum,Neoceratium lineatum,Ceratium lineatum,,,,lineatum,Neoceratium,Ceratiaceae,Gonyaulacales,Dinophyceae,Dinophyta,Chromista,Eukaryota,,dinoflagellates,0.966041916,27.64601878,0.047242363,0.084589558,0.013038204,15.14056168,0.170038422,21.50728615,0.229555601,5,0.2335906,1.317552291,28.96357107,good,good,good,-454.8276773,-0.021525294,1,1,1,1,1
347,"Drøbak Sound, Oslofjord, Norway",59.67,10.61,estuarine,Ceratium tripos var. atlanticum,Ceratium tripos,,,,,tripos,Ceratium,Ceratiaceae,Gonyaulacales,Dinophyceae,Dinophyta,Chromista,Eukaryota,,dinoflagellates,0.779773951,68.63176827,0.125376411,0.048731565,0.00981178,-3.141589252,0.107579051,16.32153791,0.188396101,5,0.195467505,-37.45747339,31.17429488,bad,bad,bad,-557.779121,-0.015557353,1,0,0,0,1
348,Iceland Basin,60,-20,marine,Emiliania huxleyi strain G1779Ga,Emiliania huxleyi,Coccolithus huxleyi,,G1779Ga,,huxleyi,Emiliania,Noëlaerhabdaceae,Isochrysidales,Coccolithophyceae,Haptophyta,Chromista,Eukaryota,,coccolithophores,0.981334416,30.99915738,0.222627194,0.086222476,0.044076975,14.62927828,0.785932718,22.38965324,1.149860838,7,1.21439386,-0.870300411,30.12885697,bad,good,bad,-663.4663556,-0.022272514,1,1,0,0,1
350,"Raunefjord, Norway",60.27,5.18,estuarine,Apedinella radians,Apedinella radians,Apedinella spinifera,,,,radians,Apedinella,Pedinellaceae,Pedinellales,Dictyochophyceae,Ochrophyta,Chromista,Eukaryota,,dictyochophytes,0.997070668,58.65643924,7.069292455,-0.066873094,0.015099069,37.29563795,0.583731428,19.32525927,1.212530098,4,1.186667973,7.967418329,66.62385756,good,bad,bad,4342.16241,0.021515873,0,0,0,0,0
351,"Raunefjord, Norway",60.27,5.18,estuarine,Cryptomonas sp. strain F,Cryptomonas ,,,F,,,Cryptomonas,Cryptomonadaceae,Cryptomonadales,Cryptophyceae,Cryptophyta,Chromista,Eukaryota,,cryptophytes,0.967895186,55.73719244,0.274331133,0.091682824,0.026378648,1.394709755,0.311751632,20.41506404,0.952458474,4,0.96624717,-26.47388646,29.26330597,bad,good,bad,-1102.522757,-0.036782779,0,0,0,0,0
353,Norway,60.43,5.63,marine,Emiliania huxleyi strain B92/21,Emiliania huxleyi,Coccolithus huxleyi,,B92/21,,huxleyi,Emiliania,Noëlaerhabdaceae,Isochrysidales,Coccolithophyceae,Haptophyta,Chromista,Eukaryota,,coccolithophores,0.981355168,81.68244218,0.189067134,0.138993296,0.040561124,-13.8087931,0.027737145,20.46674854,0.961369611,8,0.94891849,-54.65001419,27.03242799,bad,good,bad,-942.3310714,-0.039315143,1,1,0,0,1
354,"Lake Sääskjärvi & Lake Säyhteenjärvi, Southern Finland",60.83,26.22,freshwater,Anabaena sp. strain 123,Anabaena ,,,123,,,Anabaena,Nostocaceae,Nostocales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,,cyanobacteria,0.445967656,41.09871779,0.358667541,0.011012194,0.036787224,17.61625221,0.435454132,19.91118194,0.441029193,8,0.517,-2.933106688,38.16561111,bad,bad,bad,-309.6809409,-0.005570547,1,0,0,0,1
355,"Lake Sääskjärvi & Lake Säyhteenjärvi, Southern Finland",60.83,26.22,freshwater,Anabaena sp. strain 14,Anabaena ,,,14,,,Anabaena,Nostocaceae,Nostocales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,,cyanobacteria,0.972768581,33.90015569,0.104102715,0.085883054,0.030932057,17.4986167,0.4678804,26.41880997,0.727799741,8,0.733,0.548538854,34.44869454,bad,bad,bad,-876.8461646,-0.022507037,1,0,0,0,1
356,"Lake Vesijärvi, Southern Finland",61.08,25.54,freshwater,Anabaena sp. strain 202A1,Anabaena ,,,202A1,,,Anabaena,Nostocaceae,Nostocales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,,cyanobacteria,0.956809676,29.87398692,0.588581189,0.010858053,0.035433535,21.81774456,0.745916077,23.02155566,0.750821386,8,0.793,6.880751099,36.75473802,good,bad,bad,-114.9551595,-0.004311704,1,0,1,0,1
358,Norwegian Sea,66,2,marine,Emiliania huxleyi clone M,Emiliania huxleyi,Coccolithus huxleyi,,,M,huxleyi,Emiliania,Noëlaerhabdaceae,Isochrysidales,Coccolithophyceae,Haptophyta,Chromista,Eukaryota,,coccolithophores,0.979850053,21.22175864,0.046143218,0.123467527,0.02424301,16.46564248,0.352384236,21.71487,0.508848689,5,0.493520793,5.854763159,27.07652179,good,good,good,-212.0601008,-0.022187831,1,1,1,1,1
360,"off Tromsø, Norway",69.66,18.98,estuarine,Heteromastix pyriformis,Heteromastix pyriformis,,,,,pyriformis,Heteromastix,Nephroselmidaceae,Pyramimonadales,Prasinophyceae,Chlorophyta,Plantae,Eukaryota,,greens,0.999998185,31.06509767,0.43527237,0.07063175,0.001175375,12.59811391,1.059761125,19.45818062,1.384851387,4,1.305196141,-2.934434926,28.13066274,bad,good,bad,-619.1898224,-0.023092705,1,1,0,0,1
361,"Resolute Passage, Canada",74.65,-95.2,marine,Chaetoceros sp.,Chaetoceros ,,,,,,Chaetoceros,Chaetocerotaceae,Chaetocerotales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.950837269,25.77786131,0.499181424,0.018029413,0.045084514,2.074894956,0.518209055,3.553257612,0.525205341,5,0.576,-10.8140357,14.96382561,bad,good,bad,101.9795485,0.021646799,1,1,0,0,1
362,"Resolute Passage, Canada",74.65,-95.2,marine,Nitzschia frigida,Nitzschia frigida,,,,,frigida,Nitzschia,Bacillariaceae,Bacillariales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.930344568,42.73580765,0.927829891,0.235088255,0.043231912,-16.35659236,0.019838126,1.176828069,0.399730243,4,0.421,-37.72449619,5.01131146,bad,good,bad,0.779291769,0.002466084,1,1,0,0,1
363,"Baffin Bay, Canada",76.28,-74.75,marine,Micromonas sp. strain CCMP2099,Micromonas ,,,CCMP2099,,,Micromonas,Mamiellaceae,Mamiellales,Mamiellophyceae,Chlorophyta,Plantae,Eukaryota,,greens,0.983329854,17.02073564,0.532698862,0.005145767,0.023322082,6.422238524,0.550597263,6.607881357,0.550861241,8,0.555,-2.088129293,14.93260634,good,good,good,-5.257528922,-0.001122253,1,1,1,1,1
364,"Gulf stream current, North Atlantic",37.51,-68.24,marine,Prochlorococcus marinus strain MIT9312 (clade 1),Prochlorococcus marinus,,,MIT9312,,marinus,Prochlorococcus,Synechococcaceae,Synechococcales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,,cyanobacteria,0.948104085,17.48573979,0.023559033,0.138328577,0.045137169,21.33228231,0.450506977,25.44666293,0.619660285,14,0.623,12.58941241,30.0751522,good,good,good,-116.2506921,-0.021744204,1,1,1,1,1
365,Equatorial Pacific,0,-140,marine,Prochlorococcus marinus strain MIT9215 (clade 1),Prochlorococcus marinus,,,MIT9215,,marinus,Prochlorococcus,Synechococcaceae,Synechococcales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,,cyanobacteria,0.936679338,19.49300738,0.047381267,0.092117236,0.041568162,23.46848259,0.411610977,27.19960463,0.495373898,15,0.498,13.7219789,33.21498628,good,good,good,-141.2215855,-0.019066217,1,1,1,1,1
366,Tropical Pacific,-5.7,-107.1,marine,Prochlorococcus marinus strain MIT9515 (clade 2),Prochlorococcus marinus,,,MIT9515,,marinus,Prochlorococcus,Synechococcaceae,Synechococcales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,,cyanobacteria,0.960167394,54.66316743,0.019036501,0.1787662,0.027813824,1.799730907,0.026261114,24.10391555,0.472884996,11,0.464,-25.53185281,29.13131462,bad,good,bad,-814.346021,-0.027517808,1,1,0,0,1
367,"Mississippi Sound, USA",30.23,-88.8,marine,Alexandrium monilatum,Alexandrium monilatum,,,,,monilatum,Alexandrium,Gonyaulacaceae,Gonyaulacales,Dinophyceae,Dinophyta,Chromista,Eukaryota,,dinoflagellates,0.999936742,18.26731291,0.048114155,0.100802576,0.003351597,24.67548993,0.578784,28.23945961,0.702755015,4,0.599,15.54183347,33.80914638,good,good,good,-117.9658156,-0.019352281,1,1,1,1,1
368,North Atlantic,39,-49.3,marine,Prochlorococcus marinus strain NATL2A,Prochlorococcus marinus,,,NATL2A,,marinus,Prochlorococcus,Synechococcaceae,Synechococcales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,,cyanobacteria,0.905451524,21.10846968,0.013693807,0.169067479,0.05273848,17.62382994,0.26949778,23.80593903,0.503473636,11,0.486,7.069595093,28.17806478,bad,good,bad,-208.1828534,-0.022134755,1,1,0,0,1
369,"Gulf stream current, North Atlantic",37.51,-68.24,marine,Prochlorococcus marinus strain MIT9313,Prochlorococcus marinus,,,MIT9313,,marinus,Prochlorococcus,Synechococcaceae,Synechococcales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,,cyanobacteria,0.859889324,24.88368027,0.00259738,0.223915628,0.058934751,17.7020124,0.136764499,26.45534636,0.49035705,12,0.472,5.26017226,30.14385253,bad,good,bad,-258.0160652,-0.016745685,1,1,0,0,1
370,"Harima-Nada, Eastern Seto Inland Sea, Japan",34.5,134.58,marine,Coscinodiscus wailesii,Coscinodiscus wailesii,,,,,wailesii,Coscinodiscus,Coscinodiscaceae,Coscinodiscales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.855408167,66.94220505,0.136916027,0.107951938,0.072938037,-1.606201027,0.115120025,23.85961432,0.75768248,6,0.835,-35.07730355,31.8649015,bad,good,bad,-1467.623654,-0.038466499,1,1,0,0,1
372,"Perch Pond, Falmouth, MA, USA",41.56,-70.58,estuarine,Scrippsiella trochoidea strain ScrpMxB,Scripsiella trochoidea,Glenodinium trochoideum,,ScrpMxB,,trochoidea,Scripsiella,Peridiniaceae,Peridiniales,Dinophyceae,Dinophyta,Chromista,Eukaryota,,dinoflagellates,0.951854211,40.57397234,0.197231128,0.078200011,0.029616151,4.540659556,0.281309618,15.73444958,0.469540582,16,0.474,-15.74632661,24.82764573,bad,good,bad,-563.0798201,-0.029824396,1,1,0,0,1
373,"Greifensee, Switzerland",47.35,8.68,freshwater,Aphanizomenon flos-aquae var. klebahnii strain EAWAG no. 103,Aphanizomenon flos-aquae,,,EAWAG no. 103,,flos-aquae,Aphanizomenon,Nostocaceae,Nostocales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,,cyanobacteria,0.976646388,34.6141702,0.051656436,0.111929245,0.031231064,17.55227386,0.368421463,28.09477975,0.754102805,5,0.742,0.245188755,34.85935896,bad,good,bad,-896.0484091,-0.021605768,1,1,0,0,1
374,probably pond on University of Havana campus,23.13,-82.38,freshwater,"Aphanocapsa incerta strain CCAP 1450/2, UV-003, CCALA 105",Aphanocapsa incerta,Microcystis incerta,,"CCAP LB1450/2, UV-003, CCALA 105",,incerta,Aphanocapsa,Merismopediaceae,Synechococcales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,CCAP number obtained from Krüger et al. (1995); probable CCALA number and location from Marketa Bohunicka of CCALA,cyanobacteria,0.882116576,31.9472923,0.082079393,0.054061005,0.029230085,22.09890662,0.271069728,28.04230397,0.322038663,25,0.314,6.125260473,38.07255277,good,good,good,-608.5462197,-0.018663427,1,1,1,1,1
376,obtained from Oregon State University,NA,NA,freshwater,Chlorella sp.,Chlorella ,,,,,,Chlorella,Chlorellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Plantae,Eukaryota,,greens,0.990219523,25.39795232,0.913246442,0.00055782,0.035033484,26.24317398,0.926713759,26.28930456,0.926725377,5,0.98,13.54419782,38.94215014,good,good,good,-3.220098114,-0.00019655,0,0,0,1,0
377,unknown,NA,NA,freshwater,Chlorella vulgaris,Chlorella vulgaris,,,,,vulgaris,Chlorella,Chlorellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Plantae,Eukaryota,,greens,0.538492344,50.91810342,0.179660052,0.033757111,0.070455345,21.50586726,0.371311903,30.94198656,0.440453677,70,0.506,-3.953184448,46.96491897,bad,bad,bad,-2224.208992,-0.021471128,0,0,0,0,0
379,Museum National d’Histoire Naturelle algal culture collection,NA,NA,freshwater,Chlorella vulgaris strain no. 369,Chlorella vulgaris,,,369,,vulgaris,Chlorella,Chlorellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Plantae,Eukaryota,,greens,0.98892689,44.03237606,0.771077859,0.016596192,0.029754518,26.15215067,1.190127206,30.04943406,1.229863357,6,1.274,4.135962636,48.1683387,bad,bad,bad,-802.9030133,-0.009404738,0,0,0,0,0
382,unknown,NA,NA,freshwater,Desmodesmus quadricaudatus strain UTEX 614,Desmodesmus quadricaudatus,Scenedesmus quadricauda,,UTEX 614,,quadricaudatus,Desmodesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae,Eukaryota,,greens,0.914249474,24.49344943,2.687552056,-0.051648959,0.088917322,26.0704552,0.699156202,22.52268378,0.769283883,5,0.85,13.82373048,38.31717991,good,good,good,221.1240801,0.015048256,0,0,0,1,0
384,University of Göttingen culture collection (no strain number given),NA,NA,freshwater,Haematococcus pluvialis,Haematococcus pluvialis,,,,,pluvialis,Haematococcus,Haematococcaceae,Chlamydomonadales,Chlorophyceae,Chlorophyta,Plantae,Eukaryota,,greens,0.994166148,19.22349741,0.202732444,0.054437093,0.019886118,23.38377756,0.724029379,25.74613282,0.773653031,6,0.7476,13.77202885,32.99552626,bad,good,bad,-91.72578346,-0.012912021,0,0,0,0,0
386,unknown,NA,NA,freshwater,Monoraphidium contortum,Monoraphidium contortum,Ankistrodesmus falcatus var. spirilliformis,,4b,,contortum,Monoraphidium,Selenastraceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae,Eukaryota,,greens,0.920886066,38.12106169,0.031979944,0.170161392,0.192326378,14.45531532,0.374220627,28.52454384,1.866414255,5,1.980321495,-4.605215529,33.51584616,bad,good,bad,-744.672849,-0.019779484,0,0,0,0,0
387,unknown,NA,NA,freshwater,Mucidosphaerium pulchellum strain 222/2,Mucidosphaerium pulchellum,Dictyosphaerium pulchellum ,,222/2,,pulchellum,Mucidosphaerium,Chlorellaceae,Chlorellales,Trebouxiophyceae,Chlorophyta,Plantae,Eukaryota,,greens,0.932542592,26.48685924,0.246002454,0.082343439,0.191824612,23.3590491,1.683795819,29.18398385,2.193941176,6,2.023989767,10.11561948,36.60247872,bad,good,bad,-390.0042226,-0.020988332,0,0,0,0,0
388,obtained from GC Gerloff,NA,NA,freshwater,Nostoc muscorum strain G,Nostoc muscorum,,,G,,muscorum,Nostoc,Nostocaceae,Nostocales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,,cyanobacteria,0.911476686,27.31691519,0.053131524,0.123912923,0.080577491,24.1215667,1.055472971,31.91631906,1.869736745,4,1.973671,10.4631091,37.78002429,bad,good,bad,-456.1405867,-0.022377097,0,0,0,0,0
389,obtained from University of Missouri,NA,NA,freshwater,Oscillatoria sp.,Oscillatoria ,,,,,,Oscillatoria,Oscillatoriaceae,Oscillatoriales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,,cyanobacteria,0.997297584,51.1239445,0.013520153,0.156972169,0.007287163,7.44125451,0.043477836,27.41419203,0.389366438,4,0.392,-18.12071774,33.00322676,bad,good,bad,-1012.172338,-0.028156927,0,0,0,0,0
390,probably Asahi prefecture,NA,NA,freshwater,Peridinium bipes,Peridinium bipes,,,,,bipes,Peridinium,Peridiniaceae,Peridiniales,Dinophyceae,Dinophyta,Chromista,Eukaryota,,dinoflagellates,0.991032665,25.41864293,0.036912247,0.064209707,0.003747866,16.29983798,0.105125114,20.82686329,0.122750266,5,0.125,3.590516514,29.00915944,good,good,good,-295.8818015,-0.018016116,0,0,0,0,1
392,unknown,NA,NA,freshwater,Planktothrix agardhii,Planktothrix agardhii,Oscillatoria agardhii,,,,agardhii,Planktothrix,Phormidiaceae,Oscillatoriales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,,cyanobacteria,0.997981631,29.98355906,0.229535738,0.024578902,0.004975365,20.88855278,0.383552473,23.5608188,0.396576707,5,0.384,5.896773247,35.8803323,bad,good,bad,-255.1094989,-0.009464051,0,0,0,0,0
395,"obtained from EPA Pacific Northwest Environmental Research Lab, Oregon ",NA,NA,freshwater,Raphidocelis subcapitata,Raphidocelis subcapitata,Selenastrum capricornutum,,,,subcapitata,Raphidocelis,Selenastraceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae,Eukaryota,,greens,0.499568891,38.83121575,28.26696857,-0.097836029,0.182531506,35.612673,0.867180116,23.89248667,1.734947256,5,1.992,16.19706513,55.02828087,good,bad,bad,1273.861522,0.02175601,0,0,0,0,0
396,unknown,NA,NA,freshwater,"Acutodesmus obliquus strain SAG 276-3a ,CCAP 276/3A, UTEX 72",Acutodesmus obliquus,Scenedesmus acutus f. alterans,Scenedesmus obliquus,"SAG 276-3a ,CCAP 276/3A, UTEX 72",,obliquus,Acutodesmus,Scenedesmaceae,Sphaeropleales,Chlorophyceae,Chlorophyta,Plantae,Eukaryota,,greens,0.913097097,44.90974385,0.180257304,0.049864472,0.017014872,19.57157912,0.478335204,29.62303757,0.631383711,4,0.75,-2.883292811,42.02645104,bad,bad,bad,-1819.347164,-0.024510232,0,0,0,0,0
398,"Waller Creek, Austin, Texas (from Pasteur Institute website)",30.26,-97.74,freshwater,Romeria leopoliensis strain 1402-1,Romeria leopoliensis,Anacystis nidulans,Synechococcus leopoliensis,SAG 1402-1,,leopoliensis,Romeria,Pseudoanabaenaceae,Pseudoanabaenales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,location from SAG website,cyanobacteria,0.989507297,32.27673849,0.149007837,0.110308602,0.202461645,30.51612352,4.316455355,39.96151937,8.044269065,8,8.108863,14.37775427,46.65449276,bad,good,bad,-745.2591723,-0.022163503,1,1,0,0,1
400,obtained from RC Hecker,NA,NA,freshwater,Trichormus variabilis,Trichormus variabilis,Anabaena variabilis,,,,variabilis,Trichormus,Nostocaceae,Nostocales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,,cyanobacteria,0.961266335,25.49084716,0.119680435,0.102168264,0.089068784,27.03799791,1.89552375,33.32089987,2.72648191,5,2.726752,14.29257433,39.7834215,bad,good,bad,-367.1570155,-0.022166597,0,0,0,0,0
401,probably Yellowstone,NA,NA,hot spring,Mastigocladus laminosus strain NZ-86-m,Mastigocladus laminosus,,,NZ-86-m,,laminosus,Mastigocladus,Hapalosiphonaceae,Nostocales,Cyanophyceae,Cyanobacteria,Bacteria,Prokaryota,,cyanobacteria,0.948176478,31.91347278,0.093242384,0.044971913,0.047321117,41.20527657,0.594834079,46.33782835,0.671751984,11,0.742,25.24854018,57.16201296,bad,good,bad,-537.0844909,-0.016524199,0,0,0,0,0
402,"Maine (isolated from G.L. by F. Jacoff), USA",43.94,-68.73,marine,Alexandrium tamarense clone GT-6,Alexandrium tamarense,Protogonyaulax tamarensis,,,GT-6,tamarense,Alexandrium,Gonyaulacaceae,Gonyaulacales,Dinophyceae,Dinophyta,Chromista,Eukaryota,location approximate,dinoflagellates,0.999992527,30.53816912,0.095030551,0.104674958,0.000461734,9.733317889,0.26323129,18.19103884,0.442252996,5,0.42281978,-5.535766672,25.00240245,bad,good,bad,-564.9583919,-0.029342377,1,1,0,0,1
403,unknown,NA,NA,marine,Chaetoceros affinis,Chaetoceros affinis,,,,,affinis,Chaetoceros,Chaetocerotaceae,Chaetocerotales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.943985634,21.87613784,0.192680004,0.095768864,0.136138015,19.10160298,1.200351392,23.78186879,1.535128758,9,1.5,8.16353406,30.0396719,good,good,good,-216.0243885,-0.020634352,0,0,0,1,0
404,Japan,NA,NA,marine,Chaetoceros calcitrans,Chaetoceros calcitrans,,,,,calcitrans,Chaetoceros,Chaetocerotaceae,Chaetocerotales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.857516487,18.40175742,2.987856773,-0.031271891,0.107517941,24.19523962,1.402035942,22.89805344,1.431057828,12,1.589,14.99436091,33.39611833,good,good,good,46.82814788,0.007515002,0,0,0,1,0
406,unknown,NA,NA,marine,Chaetoceros gracilis strain NEPCC 645,Chaetoceros gracilis,,,NEPCC 645,,gracilis,Chaetoceros,Chaetocerotaceae,Chaetocerotales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.795311747,25.05282411,0.419754588,0.067997252,0.21640979,17.88000989,1.415816624,22.49144604,1.674707834,18,1.864,5.353597842,30.40642195,good,bad,bad,-290.9525468,-0.018503424,0,0,0,0,0
407,"probably from Hawaii; obtained from SERI, Golden, Colorado",NA,NA,marine,Chaetoceros gracilis strain S/CHAET-1,Chaetoceros gracilis,,,S/CHAET-1,,gracilis,Chaetoceros,Chaetocerotaceae,Chaetocerotales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.99431545,26.82689135,0.459433165,0.054490709,0.048035974,26.71465068,1.969812671,31.09360978,2.234140458,8,2.2988,13.30120501,40.12809636,good,good,good,-323.1637149,-0.016738307,0,0,0,1,0
410,obtained from Korea Marine Microalgae Culture Center,NA,NA,marine,Chloroidea ellipsoideum clone KMCC C-20,Chloroidea ellipsoideum,Chlorella ellipsoidea,,,KMCC C-20,ellipsoideum,Chloroidea,Oocystaceae,Oocstales,Trebouxiophyceae,Chlorophyta,Plantae,Eukaryota,,greens,0.910330536,48.66495119,0.234390638,0.024324174,0.017764272,23.06662918,0.410783297,29.72982147,0.446836983,4,0.6,-1.265846419,47.39910477,bad,bad,bad,-1647.351205,-0.014293458,0,0,0,0,0
411,CCAP,NA,NA,marine,Conticribra weissflogii,Conticribra weissflogii,Thalassiosira weissflogii,,,,weissflogii,Conticribra,Thalassiosiraceae,Thalassiosirales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.928972906,62.09633114,10.2085162,-0.124981684,0.041180971,39.19741292,0.076097767,15.13588578,0.614933895,5,0.587,8.149247351,70.24557849,good,bad,bad,2533.102246,0.01057925,0,0,0,0,0
412,CCAP,NA,NA,marine,Coscinodiscus sp.,Coscinodiscus ,,,,,,Coscinodiscus,Coscinodiscaceae,Coscinodiscales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.679315229,63.91396092,6.65661281,-0.136635916,0.040599427,40.62599668,0.025852202,15.16036033,0.306140121,5,0.334,8.669016215,72.58297714,good,bad,bad,2227.527782,0.008531707,0,0,0,0,0
414,unknown,NA,NA,marine,Cylindrotheca closterium,Cylindrotheca closterium,Nitzschia closterium,,,,closterium,Cylindrotheca,Bacillariaceae,Bacillariales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.735390566,32.19725148,0.296892852,0.024413615,0.027838198,22.47873582,0.51396671,25.52785341,0.533823878,12,0.567,6.380110084,38.57736156,bad,bad,bad,-335.2646278,-0.01004457,0,0,0,0,0
415,obtained from TJ Smayda,NA,NA,marine,Ditylum brightwellii,Ditylum brightwellii,,,,,brightwellii,Ditylum,Lithodesmiaceae,Lithodesmiales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.995985955,68.10934385,0.192522776,0.130049366,0.039346906,-2.019217716,0.148059835,25.20354425,1.842725266,5,1.734947393,-36.07388964,32.03545421,bad,good,bad,-1383.085258,-0.035705319,0,0,0,0,0
416,CCAP,NA,NA,marine,Ditylum brightwellii,Ditylum brightwellii,,,,,brightwellii,Ditylum,Lithodesmiaceae,Lithodesmiales,Bacillariophyceae,Ochrophyta,Chromista,Eukaryota,,diatoms,0.841183803,33.77901923,0.552984055,0.013912419,0.044979353,18.73662856,0.717663636,20.69080036,0.727570261,6,0.725,1.847118939,35.62613817,bad,bad,bad,-237.9576808,-0.006173886,0,0,0,0,0
